"","P01-A06-HLM094","P01-A07-HLM102","P01-A09-HLM053","P01-A11-HLM137","P01-A12-HLM131","P01-B10-HLM020","P01-C01-HLM080","P01-C09-HLM035","P01-D01-HLM079","P01-D04-HLM073","P01-D06-HLM093","P01-D07-HLM105","P01-D08-HLM086","P01-E02-HLM042","P01-E06-HLM100","P01-E07-HLM103","P01-E10-HLM023","P01-E12-HLM138","P01-F01-HLM066","P01-F06-HLM081","P01-F12-HLM140","P01-G03-HLM067","P01-G05-HLM083","P01-G06-HLM075","P01-H01-HLM063","P01-H04-HLM110","P01-H08-HLM052","P01-H11-HLM124","P01-H12-HLM148","P02-A01-HLM146","P02-A05-HLM167","P02-A09-HLM134","P02-A10-HLM405","P02-A11-HLM413","P02-A12-HLM421","P02-B01-HLM145","P02-B04-HLM001","P02-B08-HLM003","P02-B10-HLM406","P02-B11-HLM414","P02-B12-HLM422","P02-C10-HLM407","P02-C11-HLM415","P02-C12-HLM423","P02-D09-HLM400","P02-D10-HLM408","P02-D11-HLM416","P02-D12-HLM424","P02-E09-HLM401","P02-E10-HLM409","P02-E11-HLM417","P02-E12-HLM425","P02-F09-HLM402","P02-F10-HLM410","P02-F11-HLM418","P02-F12-HLM426","P02-G03-HLM036","P02-G09-HLM403","P02-G10-HLM411","P02-G11-HLM419","P02-G12-HLM427","P02-H02-HLM176","P02-H04-HLM162","P02-H06-HLM152","P02-H09-HLM404","P02-H10-HLM412","P02-H11-HLM420","P02-H12-HLM428","P03-A01-HLM429","P03-B01-HLM430","P03-C01-HLM431","P03-D01-NEC","Kingdom","Phylum","Class","Order","Family","Genus","Species"
"OTU230",2.53504702512232e-05,0.00140233213931865,0,2.21926320461607e-05,0,6.49492989535044e-05,0,1.87772269791197e-05,0.000362971339224637,3.06536899379263e-05,5.31914893617021e-05,0,0.000165828312420541,7.69951364738794e-05,0.000180354848163762,0,1.17449467366665e-05,1.55306030533166e-05,0,0.000376010528294792,8.26019617965927e-05,7.4208749211532e-05,5.17812758906379e-05,1.55397740516853e-05,0,8.99847026005579e-05,0.000196386488609584,0,2.87802912565475e-05,8.29393713195654e-05,0,0.00384371532731019,0,0,0,0,5.56152904972007e-05,5.02648960019302e-05,0,0,0,0,0.000213401621852326,0,0,0,0.000100160256410256,0,0,0,0,0,0,0,0.000746122128411545,0.00035297024460838,2.23954134193317e-05,0,0,0,5.26398905090277e-05,0.00023831704833503,3.64391648143425e-05,6.47360925294549e-05,0,0,0,0,0,0,0,0,"Bacteria","Bacteroidota","Bacteroidia","Flavobacteriales","Flavobacteriaceae","Capnocytophaga","Capnocytophaga gingivalis"
"OTU435",0,0.000213398369026751,0,0,0,0,0,0,0,0,0,0,0,0,2.25443560204703e-05,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3.92695857058708e-05,8.82425611520949e-05,0,0,0,0,3.50932603393518e-05,0,0,0,0,0,0,0,0,0,0,0,"Bacteria","Bacteroidota","Bacteroidia","Flavobacteriales","Flavobacteriaceae","Capnocytophaga","Capnocytophaga sp. oral taxon 863 str. F0517"
"OTU269",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.000507511165245635,0,0,0,0,0,0,0,0,0,0,2.4548311076198e-05,0.000124321412291244,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.00267033182799921,0.000476509830221312,0.000291140374451312,0,0,0,3.50932603393518e-05,4.3330372424551e-05,0.000127537076850199,0,0,0,0,0,0,0,0,0,"Bacteria","Bacteroidota","Bacteroidia","Flavobacteriales","Weeksellaceae","Bergeyella","?"
"OTU317",0,0,0,0,0,4.87119742151283e-05,0,0,0.000139604361240245,0,1.77304964539007e-05,3.00851409488853e-05,0,0,2.25443560204703e-05,6.76681553660847e-05,0,0,0,0,0,0,0,0,0,0,2.4548311076198e-05,4.14404707637479e-05,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3.55669369753877e-05,0,0,0,0,0,0,0,0,0,0,0,0,5.29455366912569e-05,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"Bacteria","Bacteroidota","Bacteroidia","Flavobacteriales","Weeksellaceae","Bergeyella","Flavobacteriaceae bacterium"
"OTU373",2.53504702512232e-05,9.14564438686076e-05,0,0,0,2.43559871075642e-05,3.35249844946947e-05,0,0.000111683488992196,1.53268449689631e-05,3.54609929078014e-05,0.000120340563795541,0.00011055220828036,1.28325227456466e-05,0.000112721780102351,3.38340776830424e-05,0,0,0,0.000376010528294792,2.06504904491482e-05,0,2.5890637945319e-05,1.55397740516853e-05,2.13019768234492e-05,0,2.4548311076198e-05,2.07202353818739e-05,2.87802912565475e-05,2.76464571065218e-05,2.24592925322852e-05,0,0,0,0,0,5.56152904972007e-05,0,0,0,0,0,0.000106700810926163,0,0,0,0,0,0,0,0,0,0,0,7.85391714117416e-05,3.52970244608379e-05,8.95816536773269e-05,0,0,0,1.75466301696759e-05,2.16651862122755e-05,3.64391648143425e-05,0.000107893487549092,0,0,0,0,0,0,0,0,"Bacteria","Bacteroidota","Bacteroidia","Flavobacteriales","Weeksellaceae","Bergeyella","?"
"OTU631",0,6.09709625790717e-05,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"Bacteria","Bacteroidota","Bacteroidia","Bacteroidales","Rikenellaceae","Rikenellaceae RC9 gut group","?"
"OTU497",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.000869126058513325,0,0,0,0,3.7104374605766e-05,0,0,0,0,0,8.28809415274958e-05,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6.47360925294549e-05,0,0,0,0,0,0,0,0,"Bacteria","Bacteroidota","Bacteroidia","Bacteroidales","F082","?","?"
"OTU621",0,1.52427406447679e-05,0,0,0,0,0,0,5.58417444960981e-05,0,0,0,0,5.13300909825863e-05,0,0,4.69797869466662e-05,0,0,0,0,3.7104374605766e-05,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7.28783296286849e-05,0,0,0,0,0,0,0,0,0,"Bacteria","Bacteroidota","Bacteroidia","Bacteroidales","F082","uncultured Bacteroidetes bacterium","?"
"OTU759",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.000145041647673118,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"Bacteria","Bacteroidota","Bacteroidia","Bacteroidales","p-2534-18B5 gut group","?","?"
"OTU732",0,0,0,0,0,0,0,0,0,0,1.77304964539007e-05,0,0,0,0,1.12780258943475e-05,2.34898934733331e-05,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.000117808757117612,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"Bacteria","Bacteroidota","Bacteroidia","Bacteroidales","Porphyromonadaceae","?","?"
"OTU32",0.0185565442238954,0.0339608261565429,5.34430697699276e-05,0.00299600532623169,8.2277439526082e-05,0.01739829345717,0,0.00488207901457113,0.00027920872248049,0.00344854011801671,0.00567375886524823,0.0261139023436325,0.0390525675750373,0.00455554557470453,0.00874721013594247,0.00992466278702576,2.34898934733331e-05,0.00094736678625231,0,0.00582816318856928,0.00346928239545689,0.000408148120663426,0.0152236951118476,0.00223772746344268,0.00221540558963872,0.0156873331533639,0.00392772977219167,0.000621607061456218,0.000374143786335118,0.00475519062232175,0.000606400898371701,0.000396259312093834,0,1.5938795027096e-05,0,0.00186811133943583,0.014960513143747,0.00654448945945131,0,0,0,0,0.00860719874804382,0,0,0,0,1.03702167375298e-05,0,6.31189603044859e-06,0,0,0,0,0.00341645395641076,0.0020472274187286,0.0146018095494043,0,0,2.89142691918462e-05,0.000877331508483796,0.0142773577138896,0.0055751922165944,0.0305122782788831,0,0,0,0,0,0,0,0,"Bacteria","Bacteroidota","Bacteroidia","Bacteroidales","Porphyromonadaceae","Porphyromonas","Porphyromonas pasteri"
"OTU162",0.000152102821507339,0.000823107994817468,2.67215348849638e-05,0,0,0.00111225674457876,0,0.000112663361874718,2.7920872248049e-05,0.000137941604720668,1.77304964539007e-05,0.000421191973284395,0.000276380520700901,0.000166822795693405,2.25443560204703e-05,0.000451121035773898,1.17449467366665e-05,0.000248489648853065,0,0,0.000123902942694889,0.000296834996846128,0,1.55397740516853e-05,8.52079072937969e-05,0.000269954107801674,0.000196386488609584,8.28809415274958e-05,0,0.00135467639821957,0,0.000158503724837534,0,0,0,0,0.000352230173148938,3.01589376011581e-05,0,0,0,0,0.00928297055057619,0,0,0,0,0,0,0,0,0,0,0,0.000824661299823287,0.000441212805760474,0.000559885335483293,0,0,0,0.000140373041357407,0.0010615941244015,0.00102029661480159,0.00237365672608001,0,0,0,0,0,0,0,0,"Bacteria","Bacteroidota","Bacteroidia","Bacteroidales","Porphyromonadaceae","Porphyromonas","?"
"OTU171",0.000405607524019571,0.000716408810304093,0,4.43852640923214e-05,0,0.000535831716366411,0,0.000337990085624155,0.000251287850232441,0.000107287914782742,8.86524822695036e-05,0.000541532537079936,0.000165828312420541,0.000102660181965173,9.01774240818811e-05,0.000169170388415212,1.17449467366665e-05,0.00045038748854618,0,0,2.06504904491482e-05,0.000222626247634596,0.000155343827671914,0,0.000127811860940695,0.000509913314736495,0.00012274155538099,0,9.59343041884917e-06,0.00030411102817174,6.73778775968557e-05,0,0,0,0,0.000186811133943583,0,2.01059584007721e-05,0,0,0,0,0.00128040973111396,0,0,0,0,0,0,0,0,0,0,0,0.000274887099941096,0.000158836610073771,0.00152288811251456,0,0,0,0.000105279781018055,0.000324977793184132,0.00160332325183107,4.31573950196366e-05,0,0,0,0,0,0,0,0,"Bacteria","Bacteroidota","Bacteroidia","Bacteroidales","Porphyromonadaceae","Porphyromonas","?"
"OTU463",2.53504702512232e-05,9.14564438686076e-05,0,0,0,8.11866236918805e-06,0,0,0,0,0,0,0,0,0,0,0,3.10612061066331e-05,0,0,0,0,0,0,0,0,0,0,0,2.76464571065218e-05,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.000117808757117612,3.52970244608379e-05,0,0,0,0,1.75466301696759e-05,0,0,0,0,0,0,0,0,0,0,0,"Bacteria","Bacteroidota","Bacteroidia","Bacteroidales","Porphyromonadaceae","Porphyromonas","?"
"OTU185",0.000101401881004893,0.000198155628381983,2.67215348849638e-05,0.000110963160230803,0,0.000316627832398334,0,9.38861348955986e-05,0.000195446105736343,1.53268449689631e-05,0.000177304964539007,0.000541532537079936,8.29141562102703e-05,0,2.25443560204703e-05,0.000180448414309559,0,3.10612061066331e-05,0,0,0,0,5.17812758906379e-05,0,2.13019768234492e-05,0.00044992351300279,4.90966221523959e-05,0,2.87802912565475e-05,0.000110585828426087,2.24592925322852e-05,0,0,0,0,0.000186811133943583,0.000148307441325869,2.01059584007721e-05,0,0,0,0,0.00170721297481861,0,0,0,0,0,0,0,0,0,0,0,0.000117808757117612,0.000247079171225866,0.000156767893935322,0,0,0,5.26398905090277e-05,0.000281647420759581,0.000218634988886055,0.000151050882568728,0,0,0,0,0,0,0,0,"Bacteria","Bacteroidota","Bacteroidia","Bacteroidales","Porphyromonadaceae","Porphyromonas","?"
"OTU119",0,0.000320097553540127,0.00077492451166395,0.000621393697292499,0,0.000690086301380984,0,1.87772269791197e-05,0,0,7.09219858156028e-05,0,0,0.000243817932167285,0.00374236309939807,1.12780258943475e-05,0.0142936001785232,0,9.15667063455728e-05,0.000501347371059723,0,3.7104374605766e-05,2.5890637945319e-05,0,4.26039536468984e-05,5.99898017337053e-05,0,0.00176122000745928,0.000738694142251386,0,0,0.00134728166111904,0,0,0,0,0,0,0,0,0,0,0.000248968558827714,0,0,0,0,0,0,0,0,0,0,0,0.000392695857058708,0.000458861317990893,0,0,0,0,3.50932603393518e-05,0.000173321489698204,0.00131180993331633,0.0020068188684131,0,0,0,0,0,2.67143963882136e-05,0,0,"Bacteria","Bacteroidota","Bacteroidia","Bacteroidales","Porphyromonadaceae","Porphyromonas","Porphyromonas gingivalis"
"OTU273",0,0,0,0,1.64554879052164e-05,4.87119742151283e-05,0,0,0.000293169158604515,0,0,0,0,6.41626137282328e-05,9.01774240818811e-05,0,4.69797869466662e-05,4.65918091599497e-05,0,6.26684213824654e-05,2.06504904491482e-05,0,0,0.00029525570698202,0,0,0,0,0,0.000110585828426087,6.73778775968557e-05,3.96259312093834e-05,0,0,0,0,3.70768603314671e-05,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.000157078342823483,0.000123539585612933,4.47908268386634e-05,0,0,0,0.000105279781018055,0.000173321489698204,1.82195824071712e-05,0,0,0,0,0,0,0,0,0,"Bacteria","Bacteroidota","Bacteroidia","Bacteroidales","Prevotellaceae","?","?"
"OTU236",2.53504702512232e-05,7.62137032238396e-05,2.67215348849638e-05,0.000133155792276964,0,2.43559871075642e-05,0,0,0,0.000505785883975784,0.000319148936170213,0.000120340563795541,0.000248742468630811,0.000680123705519268,0,0.000112780258943475,0.000399328189046663,0.00201897839693115,0,0,6.19514713474445e-05,0.000259730622240362,0,0.000170937514568538,0.00055385139740968,0.000689882719937611,7.36449332285939e-05,0,0,0.00030411102817174,8.98371701291409e-05,0.000435885243303218,0,0,0,0.000186811133943583,9.26921508286678e-05,0.000110582771204246,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.000157078342823483,3.52970244608379e-05,0,0,0,0,0,6.49955586368265e-05,0.000419050395364938,0.000561046135255276,0,0,0,0,0,0,0,0,"Bacteria","Bacteroidota","Bacteroidia","Bacteroidales","Prevotellaceae","?","?"
"OTU93",0.000937967399295257,0.00111272006706806,5.34430697699276e-05,0.000754549489569463,0,0.00510663863021928,0,0.000206549496770317,0.000167525233488294,0.00177791401639972,0.00115248226950355,0.000752128523722134,0.0047537449560555,0.000153990272947759,0.000676330680614108,0.0105336761853205,0.000493287762939995,0,0,0,0.000495611770779556,3.7104374605766e-05,0.000129453189726595,0.000155397740516853,0.000958588957055215,0.00152973994420948,0.00139925373134328,0.0028593924826986,0.000172681747539285,8.29393713195654e-05,6.73778775968557e-05,3.96259312093834e-05,0,0,0,0.000186811133943583,0,0.000442331084816986,0,0,0,0,0.00384122919334187,0,0,0,0.000100160256410256,0,0,0,0,0,0,0,0.00553701158452778,0.00292965303024955,2.23954134193317e-05,0,0,0,0.00085978487831412,0.00119158524167515,0.00224100863608206,0.000819990505373096,0,0,0,0,0,5.34287927764272e-05,0,0,"Bacteria","Bacteroidota","Bacteroidia","Bacteroidales","Prevotellaceae","Alloprevotella","?"
"OTU192",0.000101401881004893,0,0,0.000110963160230803,0,1.62373247383761e-05,6.70499689893893e-05,0.000150217815832958,0.000502575700464882,7.66342248448157e-05,0,0,0.00234923442595766,0.00041064072786069,0.000293076628266114,3.38340776830424e-05,0.00183221169091998,9.31836183198994e-05,0,0,2.06504904491482e-05,0.000111313123817298,0,0,0,0.000209964306067968,2.4548311076198e-05,0.000145041647673118,2.87802912565475e-05,0.000331757485278262,2.24592925322852e-05,0.000158503724837534,0,0,0,0,0,0.000140741708805404,0,0,0,0,3.55669369753877e-05,0,0,0,0,0,0,0,0,0,0,0,0.00314156685646966,0.000370618756838798,0,0,0,0,8.77331508483796e-05,0.000779946703641918,0.000637685384250993,6.47360925294549e-05,0,0,0,0,0,0,0,0,"Bacteria","Bacteroidota","Bacteroidia","Bacteroidales","Prevotellaceae","Alloprevotella","?"
"OTU366",5.07009405024463e-05,0,0,2.21926320461607e-05,0,0,0,0,1.39604361240245e-05,1.53268449689631e-05,0,0,0.000386932728981261,0.000205320363930345,2.25443560204703e-05,2.25560517886949e-05,0,0,0,0,0,0,0,1.55397740516853e-05,0,0,0,8.28809415274958e-05,0,0.000248818113958696,0,0,0,0,0,0,0,5.02648960019302e-05,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.000549774199882191,0.000105891073382514,2.23954134193317e-05,0,0,0,5.26398905090277e-05,0.000173321489698204,0,2.15786975098183e-05,0,0,0,0,0,0,0,0,"Bacteria","Bacteroidota","Bacteroidia","Bacteroidales","Prevotellaceae","Alloprevotella","?"
"OTU60",0.00253504702512232,0.000167670147092447,0.00104213986051359,0.00379494007989348,0,0.000170491909752949,3.35249844946947e-05,0.011134895598618,5.58417444960981e-05,0.00481262932025443,0.0137411347517731,6.01702818977707e-05,0.00116079818694378,8.9827659219526e-05,0.000112721780102351,0.000800739838498669,0.00805703346135325,0.00632095544269984,0.00210603424594817,0.000188005264147396,0.000536912751677852,0.000222626247634596,0.00758595691797846,7.76988702584264e-05,0.0181918882072256,0.00881850085485467,0.00368224666142969,0.00223778542124239,0.000249429190890078,0.00290287799618479,0.00199887703537339,0.00202092249167855,0,0,0,0.00205492247337941,0.000333691742983204,0.00168890050566485,0,0,0,0,0.00177834684876938,0,0,0,0,0,0,0,0,0,0,0,0.000235617514235225,3.52970244608379e-05,2.23954134193317e-05,0,0,0,1.75466301696759e-05,0.000411638538033234,0.00541121597492985,0.00761728022096586,0,0,0,0,0,0,0,0,"Bacteria","Bacteroidota","Bacteroidia","Bacteroidales","Prevotellaceae","Alloprevotella","Alloprevotella rava"
"OTU256",7.60514107536695e-05,4.57282219343038e-05,0,2.21926320461607e-05,0,3.24746494767522e-05,0,0.000788643533123028,0,0.000199248984596521,0.00117021276595745,0,2.76380520700901e-05,0,4.50887120409406e-05,9.02242071547796e-05,0.000117449467366665,0.000341673267172964,0,0.000125336842764931,0,7.4208749211532e-05,0.000880281690140845,0,0.00110770279481936,0.0011398062329404,0.000613707776904949,0.000538726119928722,0,2.76464571065218e-05,8.98371701291409e-05,0.000158503724837534,0,0,0,0.000186811133943583,3.70768603314671e-05,0.00010052979200386,0,0,0,0,0.000142267747901551,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2.16651862122755e-05,0.000346172065736253,0.000151050882568728,0,0,0,0,0,0,0,0,"Bacteria","Bacteroidota","Bacteroidia","Bacteroidales","Prevotellaceae","Alloprevotella","?"
"OTU362",2.53504702512232e-05,0,0,8.87705281846427e-05,0,0,0,0,0,0,7.09219858156028e-05,3.00851409488853e-05,0,0,0,0.000180448414309559,4.69797869466662e-05,0,0,0,0.000144553433144037,0,0,0,2.13019768234492e-05,0,0,0.000455845178401227,0,0.00030411102817174,0,0,0,1.5938795027096e-05,0,0,1.85384301657336e-05,1.0052979200386e-05,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.000151050882568728,0,0,0,0,0,0,0,0,"Bacteria","Bacteroidota","Bacteroidia","Bacteroidales","Prevotellaceae","Alloprevotella","?"
"OTU52",0.00471518746672751,0.00036582577547443,0.000374101488389493,0.00616955170883267,1.64554879052164e-05,0.000454645092674531,0.000318487352699599,0.00431876220519754,2.7920872248049e-05,0.00760211510460572,0.0267730496453901,0.0142001865278739,0.00146481675971478,0.0132046659052703,0.000270532272245643,0.00297739883610773,0.00257214333532997,0.00326142664119648,0.00228916765863932,0.000501347371059723,0.00563758389261745,0.000927609365144151,0.00165700082850041,0.00234650588180448,0.00622017723244717,0.000209964306067968,0.0134524744697565,0.0014296962413493,0.000211055469214682,0.00505930165049349,0.000269511510387423,0.000158503724837534,0,1.5938795027096e-05,0,0,0.000333691742983204,0.00128678133764941,0,0,0,0,0.0385545596813202,0,0,0,0,0,0,0,0,0,0,0,0.00596897702729236,0.0013942324662031,0,0,0,0,0.000491305644750926,0.00149489784864701,0.0042451627008709,0.00187734668335419,0,0,0,0,0,0,0,0,"Bacteria","Bacteroidota","Bacteroidia","Bacteroidales","Prevotellaceae","Alloprevotella","?"
"OTU71",0.000608411286029356,0.00567029951985367,0.000106886139539855,0.000599201065246338,0,0.000722560950857737,0.000184387414720821,0.00069475739822743,0.000670100933953177,0.000689708023603341,0.000797872340425532,0.000361021691386624,0.00713061743408325,0.00085977902395832,0.00178100412561715,0.000789461812604322,0.000105704520629999,0.000714407740452562,0,0.000250673685529861,0.000206504904491482,0.000259730622240362,2.5890637945319e-05,0.000108778418361797,0.000149113837764145,0.000239959206934821,0.00132560879811469,4.14404707637479e-05,6.71540129319442e-05,0.00461695833678914,0.000179674340258282,0.000317007449675067,0,1.5938795027096e-05,0,0.000186811133943583,0.000481999184309073,0.00133704623365134,8.12347684809098e-05,0,0,0,0.0422535211267606,0,0,0,0,0,0,0,0,0,0,0,0.016728843510701,0.00333556881154919,0,0,0,2.89142691918462e-05,0.00119317085153796,0.00298979569729402,0.00204059322960318,0.00267575849121747,0,0,0,0,0,0,0,0,"Bacteria","Bacteroidota","Bacteroidia","Bacteroidales","Prevotellaceae","Alloprevotella","Prevotella sp."
"OTU731",0,0,0,0,0,0,0,0,0,0,0,0,8.29141562102703e-05,0,0,0,0,3.10612061066331e-05,0,0,0,0,0,0,0,0,0,0,0,2.76464571065218e-05,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"Bacteria","Bacteroidota","Bacteroidia","Bacteroidales","Prevotellaceae","Alloprevotella","?"
"OTU749",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3.52348402099996e-05,1.55306030533166e-05,0,0,0,7.4208749211532e-05,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"Bacteria","Bacteroidota","Bacteroidia","Bacteroidales","Prevotellaceae","Prevotellaceae UCG-004","Prevotella sp."
"OTU399",2.53504702512232e-05,4.57282219343038e-05,2.67215348849638e-05,0,0,0,1.67624922473473e-05,1.87772269791197e-05,0,0,0,6.01702818977707e-05,0,3.84975682369397e-05,4.50887120409406e-05,2.25560517886949e-05,0.000117449467366665,0.000108714221373216,0,0,2.06504904491482e-05,0.000148417498423064,0,0,4.26039536468984e-05,0,0,2.07202353818739e-05,9.59343041884917e-06,0.000110585828426087,0,0.000356633380884451,0,0,0,0.000186811133943583,1.85384301657336e-05,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3.92695857058708e-05,0,0,0,0,0,0,0,0.000236854571293226,4.31573950196366e-05,0,0,0,0,0,0,0,0,"Bacteria","Bacteroidota","Bacteroidia","Bacteroidales","Prevotellaceae","Prevotella_7","Prevotella buccae"
"OTU158",0.000354906583517124,9.14564438686076e-05,0.000160329209309783,0.000266311584553928,0,9.74239484302566e-05,6.70499689893893e-05,0.000112663361874718,0.000293169158604515,0.000674381178634378,0.00421985815602837,0.000240681127591083,0.000442208833121442,0.00313113554993776,0.000586153256532227,3.38340776830424e-05,8.22146271566658e-05,0.000729938343505878,0.000183133412691146,0.000188005264147396,0.000392359318533815,0.000667878742903788,0.000103562551781276,0.00026417615887865,0.000149113837764145,0.000659887819070758,9.81932443047918e-05,0.000145041647673118,9.59343041884917e-06,0.000414696856597827,6.73778775968557e-05,0.000911396417815819,0,0,0,0.000186811133943583,0.000444922323977606,0.00010052979200386,0,0,0,0,7.11338739507754e-05,0,0,0,0,0,0,0,0,0,0,0,0.000431965442764579,0.000670643464755921,2.23954134193317e-05,0,0,0,5.26398905090277e-05,0.000216651862122755,0.000473709142586452,0.000194208277588365,0,0,0,0,0,0,0,0,"Bacteria","Bacteroidota","Bacteroidia","Bacteroidales","Prevotellaceae","Prevotella","Prevotella shahii"
"OTU328",0,1.52427406447679e-05,0,2.21926320461607e-05,0,8.11866236918805e-06,0,0,0.00015356479736427,3.06536899379263e-05,0,6.01702818977707e-05,5.52761041401802e-05,0.000102660181965173,0,2.25560517886949e-05,4.69797869466662e-05,0.000186367236639799,0,0,0,0.00074208749211532,2.5890637945319e-05,1.55397740516853e-05,6.39059304703477e-05,0.000179969405201116,0,8.28809415274958e-05,3.83737216753967e-05,0.00030411102817174,2.24592925322852e-05,0,0,0,0,0,0,1.0052979200386e-05,0,0,0,0,7.11338739507754e-05,0,0,0,0,0,0,0,0,0,0,0,0.000117808757117612,7.05940489216759e-05,2.23954134193317e-05,0,0,0,0,0,9.10979120358561e-05,2.15786975098183e-05,0,0,0,0,0,0,0,0,"Bacteria","Bacteroidota","Bacteroidia","Bacteroidales","Prevotellaceae","Prevotella","?"
"OTU361",0,0,2.67215348849638e-05,0,0,1.62373247383761e-05,0,0,0,0,0,0,0,0,0.000157810492143292,1.12780258943475e-05,0.000176174201049998,0,0,0.000188005264147396,0,0.000259730622240362,0,0,0,0,0,0.000186482118436865,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3.92695857058708e-05,1.7648512230419e-05,0,0,0,0,0,0,0.000109317494443027,4.31573950196366e-05,0,0,0,0,0,0,0,0,"Bacteria","Bacteroidota","Bacteroidia","Bacteroidales","Prevotellaceae","Prevotella","?"
"OTU57",0.00595736050903744,0.000152427406447679,0.00197739358148732,0.00736795383932534,3.29109758104328e-05,8.11866236918805e-05,0.00268199875957557,0.00369911371488659,4.18813083720735e-05,0.00669783125143689,0.00143617021276596,0.00237672613496194,0.000276380520700901,0.00246384436716414,0.000112721780102351,0.00387964090765552,0.0118858860975065,0.0091009333892435,0.00659280285688124,0.000188005264147396,0.00351058337635519,0.00879373678156655,0.003003314001657,0.00223772746344268,0.00777522154055896,0.00122979093554096,0.00260212097407698,0.00832953462351332,0.000182275177958134,0.0030411102817174,0.0025828186412128,0.00210017435409732,0.000120690348795108,0,0,0.000560433401830749,0.000648845055800675,0.00356880761613704,0,0,0,0,0.000675771802532366,0,0,0,5.00801282051282e-05,0,0,0,0,0,0,0,0.000196347928529354,0.000123539585612933,0,0,0,0,5.26398905090277e-05,0.000346642979396408,0.0062675363480669,0.000755254412843641,0,0,0,0,0,0,0,0,"Bacteria","Bacteroidota","Bacteroidia","Bacteroidales","Prevotellaceae","Prevotella","Prevotella salivae"
"OTU200",0.000684462696783025,0.000274369331605823,0,0.000244118952507767,0,0.000113661273168633,0,0.000150217815832958,6.98021806201226e-05,1.53268449689631e-05,0.00349290780141844,0,0.000608037145541982,0,0.000450887120409406,0,2.34898934733331e-05,6.21224122132662e-05,0.000274700119036718,0,0,0.000333939371451894,0,3.10795481033706e-05,4.26039536468984e-05,0.000209964306067968,0,0.00118105341676681,7.67474433507934e-05,0,4.49185850645705e-05,0,0,0,0,0.000186811133943583,0,0.000120635750404632,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7.85391714117416e-05,0,0,0,0,0,3.50932603393518e-05,4.3330372424551e-05,0.000510148307400794,0.00025894437011782,0,0,0,0,0,0,0,0,"Bacteria","Bacteroidota","Bacteroidia","Bacteroidales","Prevotellaceae","Prevotella_7","?"
