Genus	P01-A01-HLM069	P01-A02-HLM002	P01-A03-HLM038	P01-A04-HLM091	P01-A05-HLM061	P01-A06-HLM094	P01-A07-HLM102	P01-A08-HLM056	P01-A09-HLM053	P01-A10-HLM019	P01-A11-HLM137	P01-A12-HLM131	P01-B01-HLM062	P01-B02-HLM064	P01-B03-HLM037	P01-B04-HLM089	P01-B05-HLM107	P01-B06-HLM097	P01-B07-HLM098	P01-B08-HLM106	P01-B09-HLM054	P01-B10-HLM020	P01-B11-HLM136	P01-B12-HLM122	P01-C01-HLM080	P01-C02-HLM044	P01-C03-HLM045	P01-C04-HLM074	P01-C05-HLM114	P01-C06-HLM084	P01-C07-HLM104	P01-C08-HLM096	P01-C09-HLM035	P01-C10-HLM021	P01-C11-HLM117	P01-C12-HLM128	P01-D01-HLM079	P01-D02-HLM043	P01-D03-HLM025	P01-D04-HLM073	P01-D05-HLM090	P01-D06-HLM093	P01-D07-HLM105	P01-D08-HLM086	P01-D09-HLM055	P01-D10-HLM022	P01-D11-HLM101	P01-D12-HLM135	P01-E01-HLM065	P01-E02-HLM042	P01-E03-HLM049	P01-E05-HLM095	P01-E06-HLM100	P01-E07-HLM103	P01-E08-HLM112	P01-E09-HLM057	P01-E10-HLM023	P01-E11-HLM120	P01-E12-HLM138	P01-F01-HLM066	P01-F02-HLM041	P01-F03-HLM048	P01-F05-HLM092	P01-F06-HLM081	P01-F07-HLM087	P01-F08-HLM050	P01-F09-HLM058	P01-F10-HLM024	P01-F11-HLM116	P01-F12-HLM140	P01-G01-HLM068	P01-G03-HLM067	P01-G04-HLM109	P01-G05-HLM083	P01-G06-HLM075	P01-G07-HLM072	P01-G08-HLM051	P01-G09-HLM059	P01-G10-HLM018	P01-G11-HLM123	P01-G12-HLM178	P01-H01-HLM063	P01-H02-HLM039	P01-H03-HLM070	P01-H04-HLM110	P01-H05-HLM082	P01-H06-HLM078	P01-H07-HLM099	P01-H08-HLM052	P01-H09-HLM029	P01-H10-HLM017	P01-H11-HLM124	P01-H12-HLM148	P02-A01-HLM146	P02-A02-HLM016	P02-A03-HLM171	P02-A04-HLM004	P02-A05-HLM167	P02-A06-HLM172	P02-A07-HLM154	P02-A08-HLM085	P02-A09-HLM134	P02-A10-HLM405	P02-A11-HLM413	P02-A12-HLM421	P02-B01-HLM145	P02-B02-HLM177	P02-B03-HLM032	P02-B04-HLM001	P02-B05-HLM165	P02-B06-HLM013	P02-B07-HLM155	P02-B08-HLM003	P02-B09-HLM130	P02-B10-HLM406	P02-B11-HLM414	P02-B12-HLM422	P02-C01-HLM143	P02-C02-HLM182	P02-C03-HLM033	P02-C04-HLM006	P02-C05-HLM129	P02-C06-HLM010	P02-C07-HLM157	P02-C08-HLM111	P02-C09-HLM127	P02-C10-HLM407	P02-C11-HLM415	P02-C12-HLM423	P02-D01-HLM115	P02-D02-HLM186	P02-D03-HLM030	P02-D04-HLM173	P02-D05-HLM166	P02-D06-HLM189	P02-D07-HLM158	P02-D08-HLM005	P02-D09-HLM400	P02-D10-HLM408	P02-D11-HLM416	P02-D12-HLM424	P02-E01-HLM144	P02-E02-HLM184	P02-E03-HLM014	P02-E04-HLM174	P02-E05-HLM149	P02-E06-HLM190	P02-E07-HLM159	P02-E08-HLM132	P02-E09-HLM401	P02-E10-HLM409	P02-E11-HLM417	P02-E12-HLM425	P02-F01-HLM179	P02-F02-HLM187	P02-F03-HLM027	P02-F04-HLM175	P02-F05-HLM163	P02-F06-HLM126	P02-F07-HLM161	P02-F08-HLM007	P02-F09-HLM402	P02-F10-HLM410	P02-F11-HLM418	P02-F12-HLM426	P02-G01-HLM142	P02-G02-HLM188	P02-G03-HLM036	P02-G04-HLM147	P02-G05-HLM164	P02-G06-HLM141	P02-G07-HLM118	P02-G08-HLM008	P02-G09-HLM403	P02-G10-HLM411	P02-G11-HLM419	P02-G12-HLM427	P02-H01-HLM180	P02-H02-HLM176	P02-H03-HLM031	P02-H04-HLM162	P02-H05-HLM009	P02-H06-HLM152	P02-H07-HLM119	P02-H08-HLM011	P02-H09-HLM404	P02-H10-HLM412	P02-H11-HLM420	P02-H12-HLM428	P03-A01-HLM429	P03-B01-HLM430	P03-C01-HLM431	P03-D01-NEC
Bacteria;Patescibacteria;Saccharimonadia;Saccharimonadales;Saccharimonadaceae;Candidatus Saccharimonas	48	15	14	3	625	104	7	72	45	9	35	0	91	15	17	19	82	11	93	0	8	91	106	16	0	31	9	4	2	10	109	20	0	35	0	75	33	111	37	22	24	194	9	14	9	2	8	12	11	53	1	86	33	23	110	2	45	0	17	3	1	15	14	8	0	5	209	0	5	1	12	30	18	0	88	10	452	3	46	59	167	16	49	336	29	5	221	71	11	29	2	80	122	57	304	0	105	49	31	331	23	4	2	4	0	3	0	2	1	131	25	33	43	4	0	0	0	39	5	67	230	304	30	37	141	86	14	14	0	2	47	10	101	141	457	19	63	0	32	0	0	78	25	9	35	23	327	89	16	0	0	0	0	4	471	138	19	176	0	70	57	0	0	20	44	85	76	0	164	402	1	42	11	0	0	7	9	25	36	37	126	53	80	24	26	0	0	2	0	0	7	0	0
Bacteria;Patescibacteria;Saccharimonadia;Saccharimonadales;Saccharimonadaceae;TM7a	0	1	15	0	0	1	0	0	1	1	2	0	0	0	1	0	9	0	0	0	1	4	4	0	0	1	0	0	8	0	1	0	0	2	1	1	1	110	1	0	0	0	2	0	0	0	1	0	0	1	0	0	0	2	9	0	0	0	0	0	0	0	0	1	0	0	1	0	0	0	5	0	11	0	0	2	0	0	5	7	4	0	1	7	4	0	2	14	0	1	0	0	9	1	1	0	0	0	3	5	3	1	0	0	0	0	0	1	0	1	2	0	0	0	0	0	0	6	0	8	3	7	1	1	7	1	0	0	0	15	21	31	9	3	13	1	0	0	8	0	0	5	0	2	3	0	1	3	0	0	0	0	0	0	16	2	1	4	1	0	1	0	0	0	3	3	0	0	14	132	0	1	0	0	0	0	1	15	15	0	0	1	5	0	0	0	0	0	0	0	0	0	0
Bacteria;Patescibacteria;Saccharimonadia;Saccharimonadales;Saccharimonadaceae;TM7x	1083	103	102	115	3	192	9	443	667	181	1060	8	2	97	229	68	410	26	186	17	56	60	250	81	0	398	24	240	266	2425	339	35	677	65	18	666	441	1369	39	380	536	55	262	31	490	57	452	22	26	426	34	428	91	44	1304	1	25	35	19	72	2	6	77	25	0	5	725	0	83	36	249	119	182	3	109	126	1715	0	31	396	2080	175	200	759	641	4	185	891	32	42	7	13	395	220	5686	0	404	64	205	134	594	83	3	72	0	41	22	33	7	545	61	1	625	9	111	2	0	200	18	1039	1924	523	339	882	1214	8	774	64	0	30	806	35	2198	1367	1301	44	19	0	234	0	3	469	98	59	242	399	1297	187	121	0	4	0	0	1	1445	4354	29	1593	49	43	511	0	6	149	64	512	73	0	417	1706	42	225	16	0	1	99	87	66	541	69	980	48	385	1545	11	0	24	0	48	5	54	0	0
Bacteria;Patescibacteria;Saccharimonadia;Saccharimonadales;Saccharimonadaceae;uncultured Candidatus Saccharibacteria bacterium	1	23	28	1	120	1	5	0	12	1	1	0	12	12	2	0	8	3	1	0	2	16	11	0	0	1	2	5	5	3	1	8	0	1	1	1	163	166	11	1	10	0	0	0	3	10	0	0	0	2	1	1	6	0	15	0	5	4	2	0	1	0	10	47	10	2	9	0	3	1	36	9	44	0	0	6	23	0	0	65	2	1	3	76	3	0	7	40	0	3	0	13	360	0	5	2	45	4	13	21	1	1	0	0	0	1	2	3	0	12	5	2	3	19	0	0	0	1	0	7	3	83	10	1	12	6	0	0	0	59	52	3	4	35	5	6	4	0	23	0	0	4	4	7	3	0	11	0	5	0	0	0	0	0	133	140	2	17	3	2	3	0	0	2	3	8	2	0	338	208	2	8	1	0	0	0	3	18	13	0	31	16	3	5	0	0	0	0	0	0	0	0	0
Bacteria;Patescibacteria;Saccharimonadia;Saccharimonadales;uncultured Candidatus Saccharibacteria bacterium;?	0	1	0	0	0	0	0	0	0	0	0	1	0	0	0	0	4	0	0	0	0	0	36	0	0	0	0	0	0	0	0	0	0	0	0	0	8	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	6	2	0	0	0	0	0	0	0	0	0	0	0	0	14	0	37	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	3	4	0	1	0	0	0	4	12	0	0	0	0	0	0	0	0	0	7	0	0	0	1	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	2	0	0	1	0	0	4	0	0	0	0	0	0	0	0	5	0	0	0	0	0	0	40	4	0	0	0	0	0	0	0	1	1	1	0	0	8	94	0	0	1	0	0	0	2	0	0	0	5	0	1	0	0	0	0	0	0	0	0	0	0
Bacteria;Proteobacteria;?;?;?;?	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	4	0	0	0	0	0	0	0	0	0	0	0	0	0	0	3	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	2	0	1	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	5	0	0	0	0	0	7	0	0	1	0	0	0	0	0	0	0	0	0	0	0	1	1	0	0	0	0	0	0	0	4	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Bacteria;Proteobacteria;Alphaproteobacteria;?;?;?	0	1	1	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	5	0	0	0	0	0	0	0	0	0	1	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2	2	0	0	0	0	0	0	0	0	0	0	0	0	3	0	0	0	0	0	1	10	0	0	0	0	0	0	0	0	0	0	3	0	3	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2	2	0	0	0	10	2	0	0	0	1	6	0	1	1	0	1	0	0	0	0	0	0	0	1	0	0	1	0	0	0	0	0	0	0	8	0	1	0	0	0	0	0	0	0	1	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	10	1	0	0	0	0	0	0	0	0	0	0
Bacteria;Proteobacteria;Alphaproteobacteria;?;uncultured Rhodospirillales bacterium;?	0	0	27	0	0	0	0	0	0	0	0	10	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	10	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	3	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	8	0	0	135	0	0	1	0	0	0	0	1	0	0	0	0	0	0	1	0	1	0	1	7	0	0	0	0	0	0	0	0	0	0	24	0	0	0	0	0	0	0	0	1	2	1	12	0	4	0	0	0	0	1	0	0	0	51	1	0	0	0	0	0	0	1	0	0	50	0	0	0	0	0	0	0	0	5	1	1	0	0	0	0	0	0	0	0	0	13	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	11
Bacteria;Proteobacteria;Alphaproteobacteria;Caulobacterales;Caulobacteraceae;?	0	0	9310	0	47	72	0	0	10	0	0	90	43	0	0	0	54	9	0	0	0	1	0	0	0	0	140	0	24	0	0	0	2	0	0	0	114	5218	2	2	1	1	0	8	0	0	0	0	0	3	0	0	0	0	164	0	0	0	0	0	0	0	0	0	0	2	0	0	0	0	178	0	0	0	2	0	1	0	0	0	4	0	0	5426	385	14	0	59	0	5	0	0	261	2	0	2	36	6	0	47	0	0	0	2	0	1	0	0	0	0	0	0	0	0	0	0	0	76	0	0	14	0	0	0	0	0	0	0	0	0	0	74	0	128	0	137	0	0	0	0	3	134	0	0	0	0	0	0	0	1	0	0	0	29	0	251	0	0	0	1	0	0	0	0	0	0	0	0	51	592	0	0	0	0	0	0	0	149	100	0	2	0	0	0	0	0	0	1	1	0	0	0	4
Bacteria;Proteobacteria;Alphaproteobacteria;Caulobacterales;Caulobacteraceae;Brevundimonas	0	0	9626	0	63	4	0	0	0	1	0	1	39	1	0	0	14	3	0	0	0	0	0	0	0	0	145	0	16	0	0	0	0	0	0	0	78	1238	2	2	0	0	0	1	0	0	0	0	0	0	0	1	0	0	39	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	61	1	0	0	1	0	0	0	0	0	2	0	0	5445	19	6	0	0	0	2	0	0	3	0	0	4	34	10	0	3	0	0	0	3	0	0	0	0	0	0	0	0	0	0	0	0	0	40	0	0	10	0	0	0	0	0	0	0	0	0	0	17	0	120	0	60	0	0	0	0	0	109	0	0	0	0	0	0	0	1	0	0	0	3	1	293	0	2	0	1	0	0	0	0	0	0	0	0	50	563	0	0	0	0	0	0	0	0	11	0	1	0	0	0	0	1	0	0	1	0	0	0	0
Bacteria;Proteobacteria;Alphaproteobacteria;Caulobacterales;Caulobacteraceae;Caulobacter	0	0	1	3	0	48	1	0	9	1	0	64	0	0	0	0	41	1	0	0	0	0	0	0	0	0	0	0	6	0	0	0	0	0	0	0	1	3720	0	0	0	0	0	1	0	0	0	0	0	3	0	0	0	0	154	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	122	0	0	0	0	1	0	0	0	0	4	0	0	26	328	5	0	45	0	0	0	0	216	0	0	0	0	0	0	44	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	34	0	0	0	0	0	0	0	0	0	0	0	0	0	70	0	0	0	84	0	0	0	0	0	2	0	0	0	0	0	0	0	0	0	0	0	36	0	2	0	0	0	3	0	0	0	0	0	0	0	0	0	4	0	0	0	0	0	0	0	140	95	0	0	0	0	0	0	0	0	0	0	0	0	0	3
Bacteria;Proteobacteria;Alphaproteobacteria;Reyranellales;Reyranellaceae;Reyranella	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	2	1	0	0	0	0	0	0	0	0	0	1	0	2	0	0	0	2
Bacteria;Proteobacteria;Alphaproteobacteria;Rhizobiales;Beijerinckiaceae;?	0	15	60	0	0	0	0	0	0	0	0	26	0	0	0	0	8	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	4	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	13	0	0	298	0	0	0	12	0	0	0	0	0	1	0	0	1	0	0	0	0	0	7	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	24907	1	0	2	1	0	13	0	2	0	0	0	0	8	4	1	6	18	0	0	0	0	0	0	1	1	0	0	0	0	0	0	0	0	0	0	0	10	0	2	0	0	0	0	0	0	0	0	0	55	0	1	0	0	0	0	0	0	0	0	0	0	0	1	0	0	1	0	0	0	0	0	0	2	0	0	0
Bacteria;Proteobacteria;Alphaproteobacteria;Rhizobiales;Beijerinckiaceae;Bosea	0	13	42	0	0	0	0	0	0	0	0	21	0	0	0	0	10	0	0	0	0	0	0	0	0	0	0	0	0	0	1	1	0	0	0	0	0	4	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	10	0	0	279	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	5	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	26116	0	0	2	3	0	12	0	0	0	0	0	0	3	0	0	4	2	0	0	0	0	0	0	2	1	0	0	0	0	0	0	0	3	0	0	0	17	0	0	0	0	0	0	0	0	0	0	0	63	0	0	1	0	0	0	0	1	1	0	1	0	1	0	0	0	1	0	0	0	0	0	0	1	0	0	0
Bacteria;Proteobacteria;Alphaproteobacteria;Rhizobiales;Pleomorphomonadaceae;?	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	10	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2	4	0	0	0	2	0	0	0	0	0	0	0	2	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	5	0	3	0	0	0	0	0	0	0	0	0	15	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Bacteria;Proteobacteria;Alphaproteobacteria;Rhizobiales;Rhizobiaceae;Allorhizobium-Neorhizobium-Pararhizobium-Rhizobium	0	85	624	0	122	16	4	2	21	3	0	621	344	16	0	0	0	0	1	0	0	2	12	0	0	0	0	6	1362	0	21	280	4	0	5	0	0	65	0	8	551	0	0	1	1	0	0	0	1	3	0	0	0	0	223	0	0	0	0	0	19	0	0	0	21	6	11	0	1	0	17	16	0	0	2	0	818	0	1	295	18	0	13	1241	94	0	0	57	0	20	0	0	1856	42	0	3606	588	97	8	1309	0	0	0	0	0	1	0	1	0	17	0	0	6	0	0	0	0	53	0	0	1055	123	393	0	0	0	0	0	0	549	0	270	233	674	0	1235	0	0	0	0	0	721	0	0	0	0	0	28	0	0	0	1	0	207	1	388	357	338	45	7	4	2	0	0	0	992	0	12	206	1220	22	0	2	0	0	1	0	1182	52	0	35	0	13	0	0	0	0	0	0	0	0	0	1
Bacteria;Proteobacteria;Alphaproteobacteria;Rhizobiales;Rhizobiaceae;Mesorhizobium	0	1	37	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	2	0	0	1	0	0	0	0	0	0	1	0	0	0	0	2	42	0	0	5	0	0	0	0	0	0	0	0	0	0	0	1	0	0	1	1	0	0	0	0	0	1	1	0	0	0	0	0	0	0	0	0	0	0	0	5	0	0	1	0	0	0	39	0	0	0	0	0	3	0	0	0	0	0	0	0	0	0	0	0	0	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	11	2	2	0	0	43	0	0	0	0	0	13	47	0	8	1	0	0	0	0	1	0	0	0	4	0	1	0	0	0	0	0	4	9	2	6	8	2	3	0	0	1	0	0	1	0	0	0	5	0	2	0	0	1	0	0	0	0	0	0	1	0	0	0	0	0	1	0	0	0	0	1	0	0
Bacteria;Proteobacteria;Alphaproteobacteria;Rhizobiales;Xanthobacteraceae;Bradyrhizobium	0	2	2	0	3	0	0	0	0	0	0	1	0	1	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	3	6	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	2	0	0	1	0	0	0	0	0	0	0	0	0	1	0	0	1	0	0	0	17	0	0	0	0	0	5	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	3	0	0	0	0	0	0	0	1	5	1	0	0	0	4	0	0	0	0	0	7	3	0	5	6	0	0	0	0	0	0	0	0	0	3	0	1	0	0	0	0	1	0	0	11	12	1	0	0	0	0	1	0	2	0	0	0	0	1	1	0	0	0	1	0	1	1	0	0	0	0	0	0	0	0	0	0	0	0	1	2	0	1
Bacteria;Proteobacteria;Alphaproteobacteria;Rickettsiales;Mitochondria;?	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	1	0	0	0	1	0	0	0	2	0	2	0	0	0	0	0	0	0	0	1	1	0	0	0	0	1	0	0	0	0	0	0	0	1	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Bacteria;Proteobacteria;Alphaproteobacteria;Sphingomonadales;Sphingomonadaceae;Sphingobium	0	1	6014	2	23	66	0	0	5	1	0	3058	0	0	0	0	441	3	0	0	0	1	1	0	0	0	86	0	0	0	0	0	1	0	2	0	0	289	0	61	3	1	0	1	0	0	1	0	0	1	0	41	0	0	3850	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	8	0	5	0	0	0	1	0	0	3	1102	0	0	12	221	5	0	1	0	0	0	0	115	170	0	44791	65641	120	0	2021	0	1	2	0	0	0	0	1	0	8	0	0	0	0	0	1	0	3547	0	0	551	0	686	0	0	0	0	0	0	248	0	1	0	1548	0	14	0	0	0	0	0	19635	1	0	0	0	0	0	0	0	0	3	0	1000	0	594	13	171	0	622	479	0	0	0	0	0	0	15	18362	51725	0	0	2	0	0	0	0	3230	620	0	431	0	0	0	0	0	0	0	3	0	0	0	1
Bacteria;Proteobacteria;Alphaproteobacteria;Sphingomonadales;Sphingomonadaceae;Sphingomonas	0	2	6	19	1	402	5	0	1	0	0	390	172	1383	0	113	21	8	1	0	0	9	0	0	4	0	14	1	877	0	0	71	0	0	3	0	4	4706	20	3	71	0	0	0	0	0	1	0	0	4	0	0	0	0	711	0	0	0	0	0	0	0	0	1	0	1	0	0	1	0	1728	0	1	0	0	0	150	0	0	46	7	0	18	1125	17	3	0	2	0	8	0	0	82	6	1	5	3	0	0	230	0	0	0	0	0	54	0	3	0	0	2	0	0	1	0	0	0	71	0	4	215	2	2	0	2	0	0	0	0	2859	8	5	117	122	0	12	0	1	0	0	0	80	1	4	3	0	0	0	0	1	0	3	0	132	1	237	1	5	2	4	1	0	0	0	0	1	0	0	487	50	0	0	1	0	0	0	0	21	1499	1	1	0	0	0	0	0	0	0	1	0	0	0	45
Bacteria;Proteobacteria;Gammaproteobacteria;Burkholderiales;Burkholderiaceae;Lautropia	6	7	60	0	27	16	36	1	0	56	1	0	0	36	0	13	0	4	1	0	1	20	207	3	0	1	6	256	1	0	34	32	12	1	0	3	21	1	6	5	0	0	35	4	30	1	12	29	11	6	1	1	55	15	15	2	0	0	30	0	34	2	8	12	4	5	5	1	9	11	5	4	143	37	16	34	0	480	12	4	5	4	31	15	4	1	133	0	5	14	0	7	6	1	31	0	0	0	9	2	12	2	4	0	0	4	136	3	29	13	3	1	5	10	0	0	0	0	38	12	7	18	0	3	17	0	0	7	0	849	226	1	11	4	13	0	6	0	0	1	0	4	5	18	151	12	3	0	3	0	0	0	0	0	28	50	1	0	50	5	20	0	0	22	8	7	67	239	10	14	80	1	26	0	0	0	2	0	24	3	5	71	9	5	9	0	0	0	0	0	0	0	0
Bacteria;Proteobacteria;Gammaproteobacteria;Burkholderiales;Burkholderiaceae;Ralstonia	0	0	3	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	18	1	0	0	0	0	0	0	0	0	0	0	3	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	2	0	0	0	2	0	1	1	0	0	0	0	0	0	1	0	0	16	0	0	6	1	1	0	0	0	0	0	0	0	11	0	11	0	0	2	0	0	0	0	0	0	23	0	0	0	2	7	0	16	0	0	2	0	0	0	0	1	28	7	0	1	0	0	1	5	4	7	0	0	0	1	2	0	0	0	0	6	1	8	5	3	15	122	2	0	1	0	1	2	0	4	0	1	1	4	3	1	0	1	4	3	0	1	8	0	0	2	2	0	0	0	0	6	8	3	2	6	3	0	0
Bacteria;Proteobacteria;Gammaproteobacteria;Burkholderiales;Comamonadaceae;?	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	1	1	0	0	0	0	0	0	0	0	0	4	0	0	0	0	0	0	0	0	0	2	0	0	0	0	0	3	0	0	0	0	0	0	1	1	0	0	0	0	0	0	0	0	0	0	0	0	4	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	3	0	0	1	0	0	0	0	0	0	0	0	3	0	1	0	1	0	1	0
Bacteria;Proteobacteria;Gammaproteobacteria;Burkholderiales;Comamonadaceae;Aquabacterium	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	54	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	1	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	1	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	1	0	0	0	0	0	0	0	2	1	0	0	0	0	0	0	0	0	0	0	0	1	0	2	0	0	0	0
Bacteria;Proteobacteria;Gammaproteobacteria;Burkholderiales;Comamonadaceae;Comamonas	0	0	0	0	0	0	34	0	0	0	0	0	0	1	0	0	3	0	0	0	0	0	1	0	0	0	2	0	0	0	1	0	1	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	5	1	0	4	0	9	0	146	5	0	0	0	1	0	0	0	0	4	0	0	0	2	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	4	0	0	0	0	8	0	0	0	0	0	0	0	0	6	0	3	0	0	0	0	0	0	0	0	2	0	0	0	0	0	0	0	0	3	1	2	10	0	0	12	0	0	0	0	0	0	0	0	0	0	0	1	1	0	0	0	0	0	0	0	0	0	0
Bacteria;Proteobacteria;Gammaproteobacteria;Burkholderiales;Comamonadaceae;Methylibium	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	2	1	2	0	0	0	0	0	0	0	0	0	3	0	0	0	1	0	0	0	0	0	1	0	2	0	0	0	1	0	0	0	0	0	0	1	3	2	2	0	0	0	0	0	0	0	0	0	0	3	4	0	0	0	0	0	0	0	0	0	0	4	2	0	0	0	0	0	0	0	0	2	0	0	4	0	0	0	0	0	0	0	0	2	5	1	2	1	2	0	0
